COD,intercept,slope,mk_p_value,Trend_Class
4_SC,0.7637209826517554,-4.405089525441979e-5,0.001375591267246586,2
502_FS,0.5976939065129379,-8.9278277103403e-6,1,0
503_FS,0.5863922647520843,-1.7805136613105922e-5,0.9567498363337371,0
505_FS,0.6893843455088542,-5.0560531248832194e-5,0.010805309438568245,1
508_FS,0.6511057837406057,-8.086021268389226e-6,0.3028130413278165,0
509_FS,0.7339072695395981,2.816264519432551e-6,0.41593762623302205,0
50_SC,0.7156167248330918,-1.1041230934835379e-5,0.8707563451116445,0
510_FS,0.6985990474926598,-1.9505740868085295e-5,0.6254835936164522,0
516_FS,0.713156804920429,-1.1578843261648014e-5,0.8707563451116445,0
517_FS,0.7310214662874067,-2.7114260212350614e-5,0.07350596825708802,0
51_SC,0.7198859780818117,-2.095938538358144e-5,0.7042213495481418,0
520_FS,0.6962534703201788,-2.7257104116688077e-5,0.005677232138159304,2
529_FS,0.6789302482706518,-4.116519105650181e-5,6.339563081723715e-4,3
52_SC,0.7175479900820495,-1.711212602556247e-5,0.7862656133328395,0
530_FS,0.6825917604557898,-6.520170402364795e-5,1.8325233092108503e-5,3
534_FS,0.68914492687399,-1.9319566759429653e-5,0.4807953081776507,0
535_FS,0.6728871076772729,-2.068642125952118e-5,0.21226914289197216,0
53_SC,0.7364426895162801,-2.1821051838917653e-5,0.25475116299043793,0
541_FS,0.7608781201498849,-2.8973077301242998e-5,0.3028130413278165,0
542_FS,0.7401151880087657,1.0525678329343606e-6,0.04479155364412944,0
543_FS,0.680198220228704,-1.3558920718266282e-5,0.7862656133328395,0
545_FS,0.6768411892545443,8.45599522279566e-6,0.41593762623302205,0
546_FS,0.6358996325011911,-1.8272331822446455e-6,0.7862656133328395,0
549_FS,0.6792669033881111,-4.08085097634676e-5,0.004048875107081628,2
54_SC,0.7486569539431271,-1.562564858077184e-5,0.09272192830739202,0
555_FS,0.5766044605457574,-6.458030437692626e-5,0.09272192830739202,0
557_FS,0.6194432692814477,-5.789455913362049e-5,0.03442381432538878,1
558_FS,0.6416580746982301,-2.7471902551683593e-5,0.09272192830739202,0
559_FS,0.5742608903490884,-1.8074847707155323e-5,0.17515792247265102,0
55_SC,0.688746465804366,-1.5410435587893347e-5,0.5508020125828832,0
561_BZ,0.6795088681105361,-3.667471567714082e-5,0.010805309438568245,1
563_BZ,0.6589771365265887,-8.723398674206354e-6,0.3565523377672604,0
565_BZ,0.6860515678722423,-2.030315999867037e-5,0.4807953081776507,0
566_BZ,0.6779051063903447,-1.6796786356744033e-5,0.7042213495481418,0
56_SC,0.688746465804366,-1.5410435587893347e-5,0.5508020125828832,0
571_BZ,0.6917562428231949,-3.4313005979633513e-6,0.8707563451116445,0
572_BZ,0.7300795457069648,-1.1874405724832839e-5,0.3028130413278165,0
573_BZ,0.6890221178128362,-3.682150427042033e-5,2.7951012535686905e-4,3
574_BZ,0.7026467062046398,-3.0104202056376295e-5,0.004048875107081628,2
575_BZ,0.7412961870761067,-2.080790279847482e-5,0.005677232138159304,2
577_BZ,0.7222948586159956,-1.8229572081706274e-5,0.17515792247265102,0
578_BZ,0.7272680983352564,-3.775089682868332e-5,0.007874639047666712,2
579_BZ,0.6984790972477742,-3.508997501772761e-5,0.057677443816419115,0
57_SC,0.7300166280819133,-1.5057746763747835e-5,0.7042213495481418,0
580_BZ,0.6756166236324241,-3.6632561123383094e-5,0.3028130413278165,0
581_BZ,0.6809665951301207,-1.806344560327087e-5,0.07350596825708802,0
583_BZ,0.6790679356559384,9.366997111596931e-8,0.7042213495481418,0
585_BZ,0.7054485430541376,-8.879864971244546e-6,0.41593762623302205,0
586_BZ,0.7167585258494267,-1.694073466671572e-5,0.01970056376877756,1
588_BZ,0.7183629880290439,-1.939033934877603e-5,0.07350596825708802,0
589_BZ,0.7220992136907287,-1.3334518762612709e-5,0.11577768575893195,0
58_SC,0.7366672950050823,-4.393452403786289e-6,0.9567498363337371,0
590_BZ,0.7316940247527878,-1.2464550109419153e-5,0.4807953081776507,0
593_BZ,0.6982760845838347,5.185155592490998e-6,0.3565523377672604,0
595_BZ,0.7380364935523482,-8.930160541727085e-7,0.6254835936164522,0
596_BZ,0.7165675378047027,1.7811655755474164e-6,0.6254835936164522,0
597_BZ,0.675552432622798,1.1384017997985753e-5,0.3565523377672604,0
598_BZ,0.6992495710532254,3.940372382333347e-6,0.4807953081776507,0
599_BZ,0.6383296550212733,2.5812499951313797e-5,0.07350596825708802,0
5_SC,0.7205467766746414,-2.569948911488801e-5,0.005677232138159304,2
600_BZ,0.6362562092707388,2.707200849849845e-7,0.9567498363337371,0
601_BZ,0.6555841240148668,-2.7220271407705318e-5,0.9567498363337371,0
604_BZ,0.6522907909841371,-1.225721471913865e-5,0.8707563451116445,0
607_BZ,0.6628663494880952,-1.766987276583841e-5,1,0
609_BZ,0.7259846904279805,-1.6154143022250633e-5,0.026179598354081148,1
60_SC,0.7090990664357611,-2.8207874392598003e-5,0.09272192830739202,0
611_BZ,0.7229833831610493,-1.4194989288032643e-5,0.17515792247265102,0
613_BZ,0.7004187602764922,-5.722390082935608e-6,0.07350596825708802,0
614_BZ,0.7085979306308776,-1.54702122453682e-5,0.25475116299043793,0
616_BZ,0.7318376916946596,-9.395253024856881e-6,0.11577768575893195,0
61_SC,0.694363787997162,-1.0798737284781242e-5,0.4807953081776507,0
620_BZ,0.7346167904822005,-1.664554083804591e-5,0.014668259625073754,1
621_BZ,0.7599451349570342,-1.4711943579611173e-5,0.6254835936164522,0
622_BZ,0.7476489916722979,-2.187919726713569e-5,0.010805309438568245,1
623_BZ,0.7327804181228218,-2.6623865425203972e-5,0.002856303628114438,2
624_BZ,0.695285656845869,-1.2949219966887354e-5,0.3028130413278165,0
625_BZ,0.6881691738823937,-9.627926531419822e-6,0.8707563451116445,0
626_BZ,0.7335560127331395,4.505337366911106e-7,0.3028130413278165,0
628_BZ,0.729375539533454,-6.434996941211884e-7,0.41593762623302205,0
62_SC,0.7579823150203798,-2.102860059190238e-5,0.057677443816419115,0
630_BZ,0.729375539533454,-6.434996941211884e-7,0.41593762623302205,0
632_BZ,0.7556296511287983,-1.9807596147561493e-5,0.5508020125828832,0
633_BZ,0.7494267328914068,-8.310870605317744e-6,0.14311729825820144,0
634_BZ,0.762973123762332,6.14881248815481e-8,1,0
635_BZ,0.7363106510724637,-3.5061984900238957e-7,0.8707563451116445,0
636_BZ,0.7520508872488141,-7.417053930343144e-6,0.9567498363337371,0
637_BZ,0.7455376404641738,-1.5935118382906115e-6,0.25475116299043793,0
638_BZ,0.7212427527652041,7.69323398920896e-6,0.07350596825708802,0
639_BZ,0.7401845998903118,8.426868910961673e-6,0.09272192830739202,0
63_SC,0.7273083219315208,-2.1687017232476138e-5,0.41593762623302205,0
640_BZ,0.7530813908936169,-5.751599841763674e-6,0.7042213495481418,0
642_MF,0.7771321129364788,-3.438628787481224e-5,0.005677232138159304,2
644_MF,0.7893629372119904,-1.9668368747400303e-5,0.04479155364412944,1
645_MF,0.792762377909553,-2.8063685199619827e-5,0.005677232138159304,2
647_MF,0.7678041784023989,-2.8063123317759737e-5,0.004048875107081628,2
648_MF,0.7502251431501474,-2.381439754303926e-5,0.010805309438568245,1
64_SC,0.763696420812141,-2.3982158162587853e-5,0.057677443816419115,0
650_MF,0.7552170363795581,-2.092899480470973e-5,0.14311729825820144,0
